gkz,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,GRÜNE,NEOS,PILZ,GILT,FLÖ,KPÖ,WEIßE,SLP,EUAUS,M,CPÖ,NBZ,ODP
G20624,Mühldorf,831,557,10,547,166,70,277,3,12,13,3,0,3,0,,,,,,
G20625,Oberdrauburg,966,654,14,640,170,240,187,16,9,14,2,1,1,0,,,,,,
G20627,Obervellach,1821,1163,14,1149,250,374,439,17,43,13,8,2,3,0,,,,,,
G20630,Radenthein,4897,3348,53,3295,1036,796,1158,44,113,89,36,6,11,6,,,,,,
G20631,Rangersdorf,1366,871,7,864,186,228,393,11,22,11,8,1,1,3,,,,,,
G20632,Rennweg am Katschberg,1490,1055,22,1033,234,340,394,15,24,17,3,2,3,1,,,,,,
G20633,Sachsenburg,1021,715,14,701,173,162,313,7,20,17,3,1,2,3,,,,,,
G20634,Seeboden am Millstätter See,5145,3360,45,3315,754,1021,1147,74,187,82,26,4,11,9,,,,,,
G20635,Spittal an der Drau,11924,7894,113,7781,2466,1810,2657,146,309,274,62,14,29,14,,,,,,
G20636,Stall,1315,851,8,843,176,213,414,5,11,15,5,1,2,1,,,,,,
G20637,Steinfeld,1686,1159,16,1143,376,291,386,16,31,27,9,1,4,2,,,,,,
G20638,Trebesing,958,655,20,635,140,211,236,5,25,12,3,1,2,0,,,,,,
G20639,Weißensee,628,406,1,405,57,195,106,9,24,8,2,1,1,2,,,,,,
G20640,Winklern,985,598,8,590,139,172,225,9,25,16,3,0,1,0,,,,,,
G20642,Krems in Kärnten,1483,977,16,961,185,311,409,4,23,19,6,1,3,0,,,,,,
G20643,Lurnfeld,2153,1400,13,1387,382,359,503,18,64,35,16,2,5,3,,,,,,
G20644,Reißeck,1795,1269,22,1247,414,275,451,18,39,31,6,5,5,3,,,,,,
G20699,Wahlkarten - Spittal an der Drau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G20700,Villach Land,51577,36045,524,35521,11241,8233,12259,670,1298,1155,382,41,165,77,,,,,,
G20701,Afritz am See,1196,834,6,828,255,145,348,14,26,23,10,0,4,3,,,,,,
G20702,Arnoldstein,5281,3626,52,3574,1276,726,1244,49,115,105,31,2,17,9,,,,,,
G20703,Arriach,1153,775,15,760,161,185,362,9,20,14,5,1,2,1,,,,,,
G20705,Bad Bleiberg,1882,1276,13,1263,503,180,457,21,41,37,10,1,12,1,,,,,,
G20707,Feistritz an der Gail,514,388,8,380,93,124,132,4,17,8,1,0,1,0,,,,,,
G20708,Feld am See,911,644,7,637,167,152,267,8,18,17,4,1,2,1,,,,,,
G20710,Ferndorf,1781,1290,30,1260,439,208,505,25,33,34,6,0,8,2,,,,,,
G20711,Finkenstein am Faaker See,6968,4866,61,4805,1504,1266,1481,119,203,152,52,4,20,4,,,,,,
G20712,Fresach,1040,795,27,768,251,130,333,7,17,19,9,0,1,1,,,,,,
G20713,Hohenthurn,652,464,4,460,163,158,105,5,15,8,3,0,3,0,,,,,,
G20719,Nötsch im Gailtal,1851,1356,24,1332,437,352,424,22,41,29,19,1,3,4,,,,,,
G20720,Paternion,4773,3519,57,3462,1053,777,1266,50,134,104,38,6,17,17,,,,,,
G20721,Rosegg,1481,1062,11,1051,305,251,368,23,32,43,16,5,6,2,,,,,,
G20722,St. Jakob im Rosental,3440,2370,34,2336,988,436,628,62,78,88,33,3,14,6,,,,,,
G20723,Stockenboi,1315,994,15,979,255,230,412,10,28,21,14,4,3,2,,,,,,
G20724,Treffen am Ossiacher See,3552,2311,32,2279,635,565,755,70,94,98,35,1,21,5,,,,,,
G20725,Velden am Wörther See,6979,4613,70,4543,1274,1269,1436,82,218,190,50,2,16,6,,,,,,
G20726,Weißenstein,2473,1823,22,1801,607,370,640,22,64,62,19,3,8,6,,,,,,
G20727,Wernberg,4335,3039,36,3003,875,709,1096,68,104,103,27,7,7,7,,,,,,
G20799,Wahlkarten - Villach Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G20800,Völkermarkt,33447,23541,402,23139,7367,6215,7152,508,862,662,168,25,129,51,,,,,,
G20801,Bleiburg,3062,2099,44,2055,682,596,547,40,75,69,18,1,21,6,,,,,,
G20802,Diex,642,498,8,490,122,163,166,7,12,9,4,0,5,2,,,,,,
G20803,Eberndorf,4722,3262,40,3222,1089,821,1012,77,101,75,17,3,17,10,,,,,,
G20804,Eisenkappel-Vellach,1826,1297,25,1272,576,271,264,21,78,35,12,1,11,3,,,,,,
G20805,Feistritz ob Bleiburg,1688,1261,21,1240,443,269,351,58,51,42,11,1,11,3,,,,,,
G20806,Gallizien,1432,1097,14,1083,314,337,339,20,27,34,6,0,4,2,,,,,,
G20807,Globasnitz,1323,940,23,917,343,197,250,36,42,29,7,0,13,0,,,,,,
G20808,Griffen,2813,2024,31,1993,459,650,724,27,57,47,12,6,6,5,,,,,,
G20810,Neuhaus,892,588,19,569,154,174,199,13,11,12,0,0,6,0,,,,,,
G20812,Ruden,1244,894,19,875,289,222,304,12,24,11,6,2,5,0,,,,,,
G20813,St. Kanzian am Klopeiner See,3414,2369,34,2335,647,694,693,55,111,88,25,3,12,7,,,,,,
G20815,Sittersdorf,1655,1116,16,1100,398,268,310,21,59,35,4,0,1,4,,,,,,
G20817,Völkermarkt,8734,6096,108,5988,1851,1553,1993,121,214,176,46,8,17,9,,,,,,
G20899,Wahlkarten - Völkermarkt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G20900,Wolfsberg,43473,30832,462,30370,8545,8087,11382,328,907,749,182,30,109,51,,,,,,
G20901,Bad St. Leonhard im Lavanttal,3629,2651,41,2610,754,753,923,35,73,52,8,3,4,5,,,,,,
G20905,Frantschach-St. Gertraud,2084,1475,19,1456,393,439,528,8,49,25,6,0,6,2,,,,,,
G20909,Lavamünd,2440,1742,26,1716,572,389,662,8,24,43,11,2,3,2,,,,,,
G20911,Preitenegg,787,606,5,601,131,226,207,7,15,8,1,0,4,2,,,,,,
G20912,Reichenfels,1503,1068,16,1052,270,329,376,12,34,16,8,2,3,2,,,,,,
G20913,St. Andrä,8297,5688,86,5602,1501,1317,2406,48,147,110,36,9,13,15,,,,,,
G20914,St. Georgen im Lavanttal,1663,1180,27,1153,295,287,509,7,27,18,6,0,3,1,,,,,,
G20918,St. Paul im Lavanttal,2746,1955,35,1920,529,523,736,25,55,37,6,2,5,2,,,,,,
G20923,Wolfsberg,20324,14467,207,14260,4100,3824,5035,178,483,440,100,12,68,20,,,,,,
G20999,Wahlkarten - Wolfsberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G21000,Feldkirchen,24126,15938,227,15711,3943,4201,6055,218,590,487,123,19,44,31,,,,,,
G21001,Albeck,801,532,7,525,93,167,233,7,13,10,2,0,0,0,,,,,,
G21002,Feldkirchen in Kärnten,11520,7564,112,7452,1951,1924,2798,115,289,261,57,11,28,18,,,,,,
G21003,Glanegg,1560,997,12,985,349,231,331,13,20,28,9,0,3,1,,,,,,
G21004,Gnesau,833,587,10,577,105,182,241,9,16,12,7,2,3,0,,,,,,
G21005,Himmelberg,1887,1307,26,1281,268,354,532,12,57,38,10,4,1,5,,,,,,
G21006,Ossiach,590,405,1,404,67,117,154,12,27,22,4,0,1,0,,,,,,
G21007,Reichenau,1473,1030,19,1011,294,284,357,6,41,21,5,0,1,2,,,,,,
G21008,St. Urban,1188,752,6,746,156,165,380,11,14,13,2,0,3,2,,,,,,
G21009,Steindorf am Ossiacher See,2947,1874,21,1853,460,509,685,24,81,65,21,2,3,3,,,,,,
G21010,Steuerberg,1327,890,13,877,200,268,344,9,32,17,6,0,1,0,,,,,,
G21099,Wahlkarten - Feldkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30000,Niederösterreich,1288802,962287,11795,950492,234283,337760,254948,23638,43815,37542,10606,1324,4750,1826,,,,,,
G30099,Wahlkarten - Niederösterreich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G3A000,Weinviertel,171571,129820,1529,128291,27849,51094,33102,3162,5667,5122,1195,261,619,220,,,,,,
G3A099,Wahlkarten - Weinviertel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G3B000,Waldviertel,178958,133641,2124,131517,26687,56281,35052,2584,4941,3697,1321,209,514,231,,,,,,
G3B099,Wahlkarten - Waldviertel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G3C000,Mostviertel,194482,146756,2144,144612,33843,56003,38648,3093,6042,4110,1700,180,620,373,,,,,,
G3C099,Wahlkarten - Mostviertel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G3D000,Niederösterreich Mitte,238936,178360,2072,176288,45161,59430,44363,5563,9380,8427,2372,218,1019,355,,,,,,
G3D099,Wahlkarten - Niederösterreich Mitte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G3E000,Niederösterreich Süd,159460,118086,1419,116667,31177,37264,34887,2287,4456,4243,1399,126,592,236,,,,,,
G3E099,Wahlkarten - Niederösterreich Süd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G3F000,Thermenregion,195877,144268,1382,142886,38822,44296,34786,4796,9540,7736,1615,195,854,246,,,,,,
G3F099,Wahlkarten - Thermenregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G3G000,Niederösterreich Ost,149518,111356,1125,110231,30744,33392,34110,2153,3789,4207,1004,135,532,165,,,,,,
G3G099,Wahlkarten - Ost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30100,Krems an der Donau(Stadt),18158,12779,159,12620,3711,3952,3161,357,620,539,148,12,105,15,,,,,,
G30101,Krems an der Donau,18158,12779,159,12620,3711,3952,3161,357,620,539,148,12,105,15,,,,,,
G30199,Wahlkarten - Krems an der Donau(Stadt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30200,Sankt Pölten(Stadt),39303,27717,311,27406,9640,7128,6743,841,1209,1189,338,37,214,67,,,,,,
G30201,St. Pölten,39303,27717,311,27406,9640,7128,6743,841,1209,1189,338,37,214,67,,,,,,
G30299,Wahlkarten - Sankt Pölten(Stadt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30300,Waidhofen an der Ybbs(Stadt),8994,6548,89,6459,1450,2685,1431,196,328,259,63,5,23,19,,,,,,
G30301,Waidhofen an der Ybbs,8994,6548,89,6459,1450,2685,1431,196,328,259,63,5,23,19,,,,,,
G30399,Wahlkarten - Waidhofen an der Ybbs(Stadt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30400,Wiener Neustadt(Stadt),31306,21251,217,21034,6347,5547,6201,568,914,977,257,22,154,47,,,,,,
G30401,Wiener Neustadt,31306,21251,217,21034,6347,5547,6201,568,914,977,257,22,154,47,,,,,,
G30499,Wahlkarten - Wiener Neustadt(Stadt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30500,Amstetten,90598,68902,1001,67901,16489,25670,18074,1515,2930,1910,749,83,307,174,,,,,,
G30501,Allhartsberg,1689,1381,23,1358,253,617,361,30,41,34,14,3,4,1,,,,,,
G30502,Amstetten,17511,12732,166,12566,3788,3507,3731,294,529,425,164,12,73,43,,,,,,
G30503,Ardagger,2758,2219,44,2175,319,998,615,52,105,46,23,0,14,3,,,,,,
G30504,Aschbach-Markt,2911,2134,33,2101,367,886,626,41,97,46,20,3,10,5,,,,,,
G30506,Behamberg,2663,2162,29,2133,502,808,585,38,83,63,35,4,10,5,,,,,,
G30507,Biberbach,1846,1497,21,1476,222,744,340,30,64,46,20,0,7,3,,,,,,
G30508,Ennsdorf,2317,1681,15,1666,715,330,462,34,49,55,11,1,8,1,,,,,,
G30509,Ernsthofen,1803,1342,21,1321,415,463,293,20,54,37,23,5,6,5,,,,,,
G30510,Ertl,1020,778,13,765,84,384,249,9,17,9,6,3,4,0,,,,,,
G30511,Euratsfeld,2090,1756,31,1725,232,860,436,41,93,42,14,0,3,4,,,,,,
G30512,Ferschnitz,1436,1113,11,1102,147,516,311,16,51,41,11,0,5,4,,,,,,
G30514,Haag,4465,3197,33,3164,724,1255,719,103,189,89,43,11,19,12,,,,,,
G30515,Haidershofen,2959,2359,31,2328,649,861,591,50,91,46,36,2,0,2,,,,,,
G30516,Hollenstein an der Ybbs,1368,1024,13,1011,263,442,212,15,39,23,13,0,3,1,,,,,,
G30517,Kematen an der Ybbs,1948,1491,32,1459,508,395,432,21,25,46,14,3,7,8,,,,,,
G30520,Neuhofen an der Ybbs,2248,1745,36,1709,232,769,525,36,106,29,4,1,5,2,,,,,,
G30521,Neustadtl an der Donau,1715,1444,25,1419,248,639,433,10,55,19,7,4,2,2,,,,,,
G30522,Oed-Oehling,1485,1066,12,1054,200,438,302,21,44,38,8,1,1,1,,,,,,
G30524,Opponitz,702,577,9,568,123,250,131,8,21,28,5,1,1,0,,,,,,
G30526,St. Georgen am Reith,441,354,3,351,70,163,92,7,11,5,2,0,1,0,,,,,,
G30527,St. Georgen am Ybbsfelde,2239,1713,21,1692,321,710,496,33,74,30,21,1,4,2,,,,,,
G30529,St. Pantaleon-Erla,2090,1612,27,1585,498,494,405,46,58,42,20,2,14,6,,,,,,
G30530,St. Peter in der Au,4104,3109,33,3076,562,1394,755,75,129,91,44,4,7,15,,,,,,
G30531,St. Valentin,7478,5586,83,5503,2120,1322,1352,133,283,186,49,4,41,13,,,,,,
G30532,Seitenstetten,2626,2040,25,2015,374,833,509,75,115,58,22,3,21,5,,,,,,
G30533,Sonntagberg,3156,2323,49,2274,783,693,553,46,85,71,29,1,6,7,,,,,,
G30534,Strengberg,1622,1226,22,1204,269,539,271,23,56,31,9,3,2,1,,,,,,
G30536,Viehdorf,1069,867,16,851,130,418,241,13,28,12,5,2,1,1,,,,,,
G30538,Wallsee-Sindelburg,1751,1242,21,1221,289,501,295,26,54,41,8,1,4,2,,,,,,
G30539,Weistrach,1808,1405,17,1388,201,692,334,41,60,33,16,3,5,3,,,,,,
G30541,Winklarn,1331,1059,14,1045,241,374,292,27,58,37,8,3,2,3,,,,,,
G30542,Wolfsbach,1601,1218,13,1205,164,653,298,13,41,20,7,0,7,2,,,,,,
G30543,Ybbsitz,2867,2291,36,2255,331,1176,495,67,84,59,24,2,6,11,,,,,,
G30544,Zeillern,1481,1159,23,1136,145,546,332,21,41,32,14,0,4,1,,,,,,
G30599,Wahlkarten - Amstetten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30600,Baden,106533,78926,864,78062,22494,22183,21767,2013,4228,3720,970,124,420,143,,,,,,
G30601,Alland,1971,1416,18,1398,289,489,398,28,80,76,27,3,6,2,,,,,,
G30602,Altenmarkt an der Triesting,1540,1158,10,1148,214,462,325,15,36,72,16,1,7,0,,,,,,
G30603,Bad Vöslau,8694,6423,78,6345,1855,1873,1497,206,397,377,79,7,43,11,,,,,,
G30604,Baden,19040,13273,103,13170,3164,4676,2594,618,1045,813,135,30,78,17,,,,,,
G30605,Berndorf,6481,4629,58,4571,1545,991,1407,105,215,207,60,5,22,14,,,,,,
G30607,Ebreichsdorf,8002,5916,61,5855,1660,1465,1990,124,264,237,65,10,26,14,,,,,,
G30608,Enzesfeld-Lindabrunn,3269,2476,37,2439,723,623,773,40,114,113,30,5,15,3,,,,,,
G30609,Furth an der Triesting,675,540,5,535,65,274,131,11,14,22,10,2,2,4,,,,,,
G30612,Günselsdorf,1315,1003,16,987,326,218,357,9,32,36,8,0,1,0,,,,,,
G30613,Heiligenkreuz,1103,824,4,820,138,321,214,33,52,47,11,1,3,0,,,,,,
G30614,Hernstein,1251,1039,14,1025,207,456,225,18,52,49,10,1,6,1,,,,,,
G30615,Hirtenberg,1651,1226,15,1211,422,242,407,31,47,37,16,2,6,1,,,,,,
G30616,Klausen-Leopoldsdorf,1314,944,11,933,196,290,318,7,47,51,17,1,2,4,,,,,,
G30618,Kottingbrunn,5659,4197,45,4152,1288,1057,1202,89,221,199,53,9,28,6,,,,,,
G30620,Leobersdorf,3573,2717,39,2678,776,714,824,49,139,120,33,4,17,2,,,,,,
G30621,Mitterndorf an der Fischa,1861,1356,19,1337,421,259,537,16,41,35,17,0,8,3,,,,,,
G30623,Oberwaltersdorf,3270,2394,21,2373,647,801,590,59,115,104,38,0,16,3,,,,,,
G30625,Pfaffstätten,2617,1998,18,1980,533,646,421,74,136,133,20,2,9,6,,,,,,
G30626,Pottendorf,5176,3798,40,3758,1105,964,1253,75,141,142,49,7,14,8,,,,,,
G30627,Pottenstein,2150,1569,11,1558,502,408,429,53,81,49,17,3,11,5,,,,,,
G30629,Reisenberg,1276,999,6,993,271,294,339,11,43,23,3,2,2,5,,,,,,
G30631,Schönau an der Triesting,1601,1212,22,1190,380,310,337,22,55,54,20,1,8,3,,,,,,
G30633,Seibersdorf,1184,954,10,944,198,358,302,12,35,26,6,2,3,2,,,,,,
G30635,Sooß,800,604,7,597,125,243,129,20,32,34,6,2,5,1,,,,,,
G30636,Tattendorf,1080,848,14,834,212,298,226,14,35,41,6,0,2,0,,,,,,
G30637,Teesdorf,1406,1127,12,1115,403,308,253,11,57,61,12,1,7,2,,,,,,
G30639,Traiskirchen,13281,10244,133,10111,3479,2261,3027,203,505,416,139,13,45,23,,,,,,
G30641,Trumau,2596,2046,19,2027,823,392,577,34,96,69,19,4,13,0,,,,,,
G30645,Weissenbach an der Triesting,1304,1017,12,1005,278,278,290,16,53,45,29,5,9,2,,,,,,
G30646,Blumau-Neurißhof,1393,979,6,973,249,212,395,10,48,32,19,1,6,1,,,,,,
G30699,Wahlkarten - Baden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30700,Bruck an der Leitha,72142,53465,541,52924,15703,14879,16232,1107,1903,2146,507,66,293,88,,,,,,
G30701,Au am Leithaberge,771,608,11,597,93,247,227,4,11,10,5,0,0,0,,,,,,
G30702,Bad Deutsch-Altenburg,1194,866,10,856,200,266,313,12,20,33,6,2,4,0,,,,,,
G30703,Berg,497,392,3,389,128,145,90,5,8,11,1,1,0,0,,,,,,
G30704,Bruck an der Leitha,5885,4300,52,4248,1427,1083,1236,134,139,167,35,4,16,7,,,,,,
G30706,Enzersdorf an der Fischa,2510,1958,18,1940,556,579,607,28,62,77,17,5,9,0,,,,,,
G30708,Göttlesbrunn-Arbesthal,1109,887,8,879,141,402,230,8,45,34,15,1,3,0,,,,,,
G30709,Götzendorf an der Leitha,1526,1197,13,1184,364,359,334,21,40,45,15,0,6,0,,,,,,
G30710,Hainburg a.d. Donau,3761,2644,21,2623,664,854,888,43,68,72,12,6,9,7,,,,,,
G30711,Haslau-Maria Ellend,1477,1175,8,1167,360,345,326,28,40,49,11,2,5,1,,,,,,
G30712,Höflein,987,802,5,797,152,330,252,19,18,15,5,0,2,4,,,,,,
G30713,Hof am Leithaberge,1189,979,6,973,229,346,327,9,25,22,10,2,2,1,,,,,,
G30715,Hundsheim,454,399,4,395,135,122,109,6,9,13,1,0,0,0,,,,,,
G30716,Mannersdorf am Leithagebirge,2966,2239,20,2219,868,500,609,43,70,78,25,6,13,7,,,,,,
G30718,Petronell-Carnuntum,971,749,7,742,223,231,206,13,29,30,3,1,5,1,,,,,,
G30719,Prellenkirchen,1164,865,6,859,177,363,250,11,23,23,8,1,3,0,,,,,,
G30721,Rohrau,1233,916,11,905,222,335,262,19,24,27,10,1,4,1,,,,,,
G30722,Scharndorf,908,734,17,717,148,335,145,17,21,41,8,1,1,0,,,,,,
G30724,Sommerein,1584,1253,7,1246,432,302,410,17,36,33,11,0,5,0,,,,,,
G30726,Trautmannsdorf an der Leitha,2318,1784,17,1767,430,647,501,31,54,66,21,1,15,1,,,,,,
G30728,Wolfsthal,573,467,6,461,101,193,133,3,11,12,5,0,2,1,,,,,,
G30729,Ebergassing,2676,1907,16,1891,722,408,568,30,72,63,16,1,8,3,,,,,,
G30730,Fischamend,3987,2808,29,2779,839,620,938,39,113,127,30,1,60,12,,,,,,
G30731,Gramatneusiedl,2212,1610,18,1592,506,426,455,39,59,80,21,0,4,2,,,,,,
G30732,Himberg,5536,4015,45,3970,1158,1045,1273,84,167,171,42,6,18,6,,,,,,
G30733,Klein-Neusiedl,657,455,7,448,194,90,115,7,8,20,3,5,5,1,,,,,,
G30734,Lanzendorf,1359,1046,10,1036,341,243,314,19,46,54,11,0,4,4,,,,,,
G30735,Leopoldsdorf,3905,2965,30,2935,823,890,764,78,174,142,37,1,21,5,,,,,,
G30736,Maria-Lanzendorf,1590,1148,14,1134,303,301,370,38,52,53,8,1,6,2,,,,,,
G30737,Moosbrunn,1354,1077,8,1069,298,370,286,17,43,45,8,0,2,0,,,,,,
G30738,Rauchenwarth,561,457,7,450,83,219,93,15,20,16,3,0,1,0,,,,,,
G30739,Schwadorf,1554,1087,9,1078,368,251,352,7,50,34,11,1,3,1,,,,,,
G30740,Schwechat,12350,8710,81,8629,2788,1787,2890,241,311,440,84,16,51,21,,,,,,
G30741,Zwölfaxing,1324,966,17,949,230,245,359,22,35,43,9,0,6,0,,,,,,
G30799,Wahlkarten - Bruck an der Leitha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30800,Gänserndorf,77376,57891,584,57307,15041,18513,17878,1046,1886,2061,497,69,239,77,,,,,,
G30801,Aderklaa,146,113,0,113,4,65,23,4,8,8,0,0,0,1,,,,,,
G30802,Andlersdorf,111,82,0,82,17,38,8,0,8,4,5,0,1,1,,,,,,
G30803,Angern an der March,2558,1922,14,1908,651,545,567,22,48,44,14,2,11,4,,,,,,
G30804,Auersthal,1501,1200,17,1183,344,437,250,29,47,52,17,2,3,2,,,,,,
G30805,Bad Pirawarth,1354,1031,18,1013,259,407,253,19,34,26,7,2,4,2,,,,,,
G30808,Deutsch-Wagram,6431,4701,41,4660,1237,1277,1465,135,231,231,42,5,28,9,,,,,,
G30810,Drösing,937,691,11,680,203,223,199,13,8,24,7,1,2,0,,,,,,
G30811,Dürnkrut,1814,1377,19,1358,421,358,478,10,38,34,11,0,6,2,,,,,,
G30812,Ebenthal,690,554,8,546,124,186,186,8,13,21,5,0,2,1,,,,,,
G30813,Eckartsau,968,722,2,720,122,323,216,16,22,16,4,1,0,0,,,,,,
G30814,Engelhartstetten,1559,1221,13,1208,261,418,426,12,29,38,12,2,6,4,,,,,,
G30817,Gänserndorf,8031,5728,53,5675,1621,1504,1807,162,220,273,47,5,29,7,,,,,,
G30819,Glinzendorf,207,156,2,154,27,63,44,8,9,2,0,1,0,0,,,,,,
G30821,Groß-Enzersdorf,8199,6022,47,5975,1631,1778,1814,140,255,278,45,7,20,7,,,,,,
G30822,Großhofen,63,56,0,56,5,32,15,0,2,1,1,0,0,0,,,,,,
G30824,Groß-Schweinbarth,987,783,12,771,168,357,173,15,20,28,5,1,2,2,,,,,,
G30825,Haringsee,933,694,9,685,167,286,176,9,22,20,3,0,2,0,,,,,,
G30826,Hauskirchen,1007,759,9,750,139,321,239,9,12,20,7,2,1,0,,,,,,
G30827,Hohenau an der March,2145,1590,13,1577,615,315,539,19,21,45,6,2,15,0,,,,,,
G30828,Hohenruppersdorf,752,596,6,590,109,281,138,14,16,24,6,0,2,0,,,,,,
G30829,Jedenspeigen,896,726,13,713,208,310,143,6,18,19,7,0,0,2,,,,,,
G30830,Lassee,2056,1605,12,1593,346,496,646,16,39,28,19,1,2,0,,,,,,
G30831,Leopoldsdorf im Marchfelde,2064,1581,15,1566,486,403,515,23,58,56,14,3,8,0,,,,,,
G30834,Mannsdorf an der Donau,272,215,1,214,35,101,56,3,6,11,2,0,0,0,,,,,,
G30835,Marchegg,2077,1583,12,1571,495,364,559,22,44,51,19,4,8,5,,,,,,
G30836,Markgrafneusiedl,661,543,7,536,155,173,153,5,15,25,6,1,0,3,,,,,,
G30838,Matzen-Raggendorf,2117,1644,20,1624,394,564,499,31,47,67,14,0,6,2,,,,,,
G30841,Neusiedl an der Zaya,1022,775,11,764,149,312,245,11,26,16,2,1,2,0,,,,,,
G30842,Obersiebenbrunn,1298,935,13,922,266,251,329,8,24,28,8,0,7,1,,,,,,
G30844,Orth an der Donau,1597,1079,10,1069,244,375,341,18,34,38,8,4,6,1,,,,,,
G30845,Palterndorf-Dobermannsdorf,1055,809,9,800,154,321,284,5,11,16,5,0,3,1,,,,,,
G30846,Parbasdorf,131,115,1,114,10,68,22,1,9,3,1,0,0,0,,,,,,
G30848,Prottes,1105,818,8,810,201,298,234,11,32,22,7,0,3,2,,,,,,
G30849,Raasdorf,424,338,2,336,76,168,69,6,9,7,1,0,0,0,,,,,,
G30850,Ringelsdorf-Niederabsdorf,1056,804,10,794,295,230,219,8,23,10,7,1,1,0,,,,,,
G30852,Schönkirchen-Reyersdorf,1513,1173,15,1158,300,373,358,20,47,44,11,0,5,0,,,,,,
G30854,Spannberg,790,634,4,630,101,251,223,7,25,12,5,0,4,2,,,,,,
G30856,Strasshof an der Nordbahn,7184,5118,36,5082,1511,1197,1796,99,168,214,56,6,31,4,,,,,,
G30857,Sulz im Weinviertel,979,769,12,757,106,397,201,14,14,18,5,1,0,1,,,,,,
G30858,Untersiebenbrunn,1318,1029,10,1019,280,251,411,8,25,25,13,1,4,1,,,,,,
G30859,Velm-Götzendorf,617,527,7,520,100,218,166,6,19,8,1,1,1,0,,,,,,
G30860,Weikendorf,1564,1164,12,1152,302,381,336,14,37,66,9,2,3,2,,,,,,
G30863,Zistersdorf,4451,3349,47,3302,610,1497,938,54,75,76,24,10,11,7,,,,,,
G30865,Weiden an der March,736,560,3,557,92,300,119,6,18,12,9,0,0,1,,,,,,
G30899,Wahlkarten - Gänserndorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30900,Gmünd,30884,22132,377,21755,5757,8204,5898,343,647,542,198,50,74,42,,,,,,
G30902,Amaliendorf-Aalfang,920,655,6,649,234,131,217,13,27,17,5,2,2,1,,,,,,
G30903,Brand-Nagelberg,1317,964,19,945,402,196,280,6,18,27,8,1,4,3,,,,,,
G30904,Eggern,583,445,6,439,77,180,151,5,8,14,2,1,1,0,,,,,,
G30906,Eisgarn,562,417,5,412,96,181,103,7,12,6,5,1,1,0,,,,,,
G30908,Gmünd,4273,2938,35,2903,914,929,786,48,105,98,12,0,11,0,,,,,,
G30909,Großdietmanns,1863,1386,22,1364,312,563,391,20,30,29,13,0,5,1,,,,,,
G30910,Bad Großpertholz,1130,841,18,823,206,321,210,11,26,23,17,3,2,4,,,,,,
G30912,Großschönau,998,795,18,777,93,393,229,15,18,17,6,0,5,1,,,,,,
G30913,Moorbad Harbach,588,434,7,427,75,157,133,12,16,24,4,1,2,3,,,,,,
G30915,Haugschlag,390,300,7,293,61,105,107,4,6,4,2,3,1,0,,,,,,
G30916,Heidenreichstein,3409,2339,24,2315,677,799,627,44,62,57,28,8,9,4,,,,,,
G30917,Hirschbach,497,395,2,393,115,157,95,1,12,9,2,0,1,1,,,,,,
G30920,Hoheneich,1216,857,16,841,236,312,219,16,18,27,9,0,1,3,,,,,,
G30921,Kirchberg am Walde,1090,831,23,808,134,388,213,13,35,12,10,1,1,1,,,,,,
G30925,Litschau,1952,1306,25,1281,295,530,337,20,38,28,9,18,6,0,,,,,,
G30929,Reingers,540,397,3,394,59,198,111,4,10,6,3,0,2,1,,,,,,
G30932,St. Martin,938,689,23,666,139,285,188,8,17,12,7,2,3,5,,,,,,
G30935,Schrems,4506,3141,58,3083,1096,931,818,49,78,60,31,6,9,5,,,,,,
G30939,Unserfrau-Altweitra,834,667,19,648,102,326,161,6,21,14,8,2,3,5,,,,,,
G30940,Waldenstein,989,751,20,731,114,371,190,9,25,12,7,1,1,1,,,,,,
G30942,Weitra,2289,1584,21,1563,320,751,332,32,65,46,10,0,4,3,,,,,,
